name,poi_id,osm_way_id,waterway,barrier,area,centroid,geometry
3936333, -94.90185940000001 43.3935718, -94.9019481 43.3935244, -94.90199579999999 43.3935101, -94.90203339999999 43.3934896, -94.9020812 43.3934762, -94.9023351 43.393463, -94.9023923 43.3934359, -94.9024869 43.3933407, -94.90251499999999 43.3932925, -94.9025062 43.3931693, -94.9024878 43.3931345, -94.90241279999999 43.3930655, -94.90236609999999 43.3930312, -94.90226319999999 43.392942, -94.9022259 43.392894, -94.90219810000001 43.3928728, -94.90217029999999 43.3928111, -94.90218110000001 43.3926462, -94.90216270000001 43.3925709, -94.90199389999999 43.3923855, -94.9019754 43.3923444, -94.9019948 43.3922549, -94.90218470000001 43.3920501, -94.9022046 43.3920155, -94.9022322 43.391988, -94.9023842 43.3917559, -94.9024129 43.3917284, -94.9024411 43.3916802, -94.90246980000001 43.3916527, -94.90249919999999 43.3916045, -94.9026897 43.3912214, -94.90271 43.3910428, -94.9026916 43.3909674, -94.9026071 43.3909103, -94.9025226 43.3908919, -94.9023574 43.3909009, -94.9023426 43.3909804, -94.902342 43.3911173, -94.90231319999999 43.3911448, -94.90220119999999 43.3911169, -94.902079 43.3910406, -94.9019861 43.3909512, -94.9019594 43.3908878, -94.90196709999999 43.3908552, -94.902033 43.3907938, -94.90209969999999 43.3907531, -94.90225119999999 43.3907019, -94.9023729 43.3906855, -94.90244819999999 43.3906851, -94.90258 43.3907136, -94.9026176 43.3907336, -94.902665 43.3907482, -94.9027119 43.3907483, -94.9027397 43.3907271, -94.9027596 43.3906935, -94.90274049999999 43.3905974, -94.9027032 43.3905494, -94.9026665 43.3905212, -94.9026482 43.3904873, -94.9026554 43.3904404, -94.9026949 43.3904019, -94.90276160000001 43.3903234, -94.90288510000001 43.390207, -94.9029231 43.3901586, -94.9029322 43.3901314, -94.90296069999999 43.3900967, -94.90298989999999 43.3900422, -94.9030655 43.3899743, -94.9030935 43.3899604, -94.9031696 43.3899465, -94.9032443 43.3899264, -94.9033584 43.389865, -94.9033866 43.3898583, -94.9034434 43.3898582, -94.90349860000001 43.3898861, -94.9035275 43.3899415, -94.9035923 43.3899998, -94.9037333 43.3900857, -94.9037893 43.3901001, -94.9039121 43.3901205, -94.9039958 43.3901894, -94.9040621 43.3902171, -94.9041838 43.3902385, -94.9042493 43.3902797, -94.90426840000001 43.3903001, -94.9042771 43.3903414, -94.9043243 43.3903892, -94.90449769999999 43.390407, -94.90452190000001 43.3904309, -94.9045266 43.3904624, -94.9045399 43.3904928, -94.9045668 43.3907606, -94.90461259999999 43.3908022, -94.9046408 43.3908359, -94.904678 43.3909191, -94.9047096 43.3911004, -94.9047281 43.3911388, -94.9047806 43.3911218, -94.90481870000001 43.391077, -94.9050459 43.3907626, -94.90518950000001 43.3905774, -94.90522730000001 43.3905227, -94.9053792 43.3903653, -94.9057195 43.3899959, -94.9057871 43.3899065, -94.9058067 43.3896667, -94.9058642 43.3895298, -94.9059681 43.3895371, -94.9060434 43.3895376))"
,8,51474491,lake,,1.682255354999463e-06,POINT (-94.9038929 43.3939026),"POLYGON ((-94.90293029999999 43.3931083, -94.9028455 43.3931223, -94.9028177 43.3931425, -94.9027703 43.3932037, -94.9027512 43.3932661, -94.9027227 43.3932999, -94.9027217 43.393389, -94.902731 43.3934096, -94.90275889999999 43.3934308, -94.9027877 43.3934438, -94.9030229 43.3934651, -94.9030508 43.3934862, -94.9030592 43.3935203, -94.9030401 43.3935413, -94.9029554 43.3935959, -94.9029273 43.3936432, -94.90292669999999 43.3936639, -94.9029364 43.3936988, -94.90304810000001 43.3937951, -94.9031416 43.3938638, -94.9032358 43.3939532, -94.90325420000001 43.393988, -94.9032902 43.3941522, -94.9033178 43.3942075, -94.9033745 43.3942831, -94.9034114 43.3943176, -94.9034956 43.3943657, -94.9036274 43.3943933, -94.90369370000001 43.394421, -94.9037403 43.394449, -94.90385209999999 43.3945516, -94.9039296 43.3945809, -94.90403809999999 43.3945746, -94.90412619999999 43.3945119, -94.90419230000001 43.394491, -94.9042492 43.3944567, -94.9043052 43.3944297, -94.90442280000001 43.3944403, -94.9045598 43.3944372, -94.90468180000001 43.3943901, -94.9047291 43.3943623, -94.90478640000001 43.394301, -94.9048145 43.3942528, -94.9048624 43.3942052, -94.90488209999999 43.3941644, -94.904939 43.3940887, -94.9049481 43.3940615, -94.9049955 43.3939995, -94.9050148 43.3939452, -94.9050434 43.3939105, -94.9050769 43.3938388, -94.9050869 43.3938044, -94.9050819 43.3937604, -94.9050639 43.3937391, -94.9050166 43.3937254, -94.90490370000001 43.3937111, -94.90460779999999 43.3936458, -94.9044519 43.3936349, -94.90438589999999 43.3936549, -94.9043386 43.3936827, -94.90428199999999 43.3937305, -94.9041971 43.3937778, -94.9041359 43.393795, -94.9040555 43.393791, -94.9039952 43.3937568, -94.9039618 43.3937151, -94.9039068 43.3935368, -94.9038606 43.3934818, -94.90381259999999 43.3934474, -94.903785 43.3934335, -94.903672 43.3934129, -94.9035884 43.3933845, -94.9034757 43.3932955, -94.9033812 43.3932745, -94.9031647 43.3932601, -94.9030899 43.3932389, -94.9030053 43.3931772, -94.90293029999999 43.3931083))"
,9,51474614,wetland,,1.764588175002653e-06,POINT (-94.89964449999999 43.3911128),"POLYGON ((-94.8996195 43.3900109, -94.89962060000001 43.3899289, -94.8995549 43.3898805, -94.89948819999999 43.3898807, -94.8993856 43.3899148, -94.8993475 43.3899209, -94.8992623 43.3899619, -94.89921510000001 43.3899897, -94.89917440000001 43.3900318, -94.8991674 43.390085, -94.89921440000001 43.3901266, -94.89926149999999 43.3901339, -94.8993739 43.3901338, -94.899298 43.3901954, -94.8992326 43.3902361, -94.8991656 43.3902634, -94.8991185 43.3902974, -94.89908990000001 43.3903321, -94.8990709 43.3903937, -94.89907599999999 43.3904386, -94.8990897 43.3904825, -94.8991547 43.3905481, -94.89922900000001 43.3905928, -94.8993706 43.3906624, -94.8994742 43.3906967, -94.8997363 43.3908274, -94.9000741 43.3910487, -94.9001866 43.3911315, -94.90030729999999 43.3912412, -94.90034470000001 43.3912892, -94.9003865 43.3914442, -94.9004681 43.3918418, -94.90048640000001 43.3919522, -94.90049980000001 43.392106, -94.90048040000001 43.3921954, -94.90043230000001 43.3922773, -94.9004132 43.3922983, -94.90034660000001 43.392339, -94.9002816 43.3923527, -94.9001495 43.3923522, -94.9000465 43.3923377, -94.8999714 43.3923038, -94.89988630000001 43.3922278, -94.8998589 43.3921796, -94.8998308 43.3921522, -94.89980300000001 43.3920905, -94.89967300000001 43.3918433, -94.8996356 43.3917538, -94.89962149999999 43.3916956, -94.8995714 43.3915541, -94.89944180000001 43.3912798, -94.89933929999999 43.3911213, -94.8989832 43.3907499, -94.8988524 43.3906332, -94.8988056 43.3905989, -94.89856260000001 43.3904471, -94.8985349 43.3903504, -94.89853429999999 43.3903306, -94.8985636 43.3902823, -94.8986019 43.3902412, -94.898668 43.3901834, -94.89869659999999 43.3901523, -94.8988477 43.3899679, -94.8988674 43.3899261, -94.8989619 43.3898309, -94.8990754 43.3897489, -94.89917029999999 43.3897419, -94.8993957 43.3897634, -94.899556 43.3897571, -94.8997155 43.3897644, -94.899762 43.3897924, -94.8997665 43.3898158, -94.8997523 43.389916, -94.89973259999999 43.3899568, -94.8996195 43.3900109))"
,10,51474733,wetland,,1.1689374849994667e-06,POINT (-94.8952955 43.3998388),"POLYGON ((-94.89583690000001 43.399212, -94.8959014 43.3992604, -94.8959301 43.3993086, -94.8959334 43.3994553, -94.89589429999999 43.399627, -94.8958421 43.3997332, -94.8957942 43.3997809, -94.8957759 43.3998289, -94.8957285 43.3998909, -94.8956993 43.3999454, -94.8956458 43.4002092, -94.8955935 43.4003154, -94.89555590000001 43.4003773, -94.89550800000001 43.4004249, -94.89539379999999 43.4004862, -94.89532800000001 43.4005134, -94.89525329999999 43.4005345, -94.8950837 43.4005193, -94.8950176 43.4004987, -94.8949336 43.4004578, -94.89484969999999 43.4003818, -94.8948068 43.4003132, -94.8947843 43.4002649, -94.89471570000001 43.3999257, -94.89470710000001 43.3997673, -94.89471260000001 43.3997087, -94.89474199999999 43.39962, -94.89478 43.3995717, -94.8949873 43.3994079, -94.89507330000001 43.3993534, -94.8951488 43.3993197, -94.8952524 43.3992784, -94.89542160000001 43.3992378, -94.8956149 43.3992211, -94.89583690000001 43.399212))"
,11,51474741,water,,3.8056094999169644e-08,POINT (-94.9172658 43.394175),"POLYGON ((-94.9174158 43.3941311, -94.91742410000001 43.3941404, -94.9174027 43.3941677, -94.9173548 43.3942163, -94.9173174 43.394243, -94.917289 43.3942435, -94.9172514 43.3942639, -94.9172047 43.3942701, -94.91717629999999 43.3942706, -94.9171386 43.3942496, -94.91712149999999 43.3942172, -94.9171202 43.3942148, -94.91711960000001 43.394195, -94.91716719999999 43.3941402, -94.917224 43.3940987, -94.9173186 43.3940854, -94.9173754 43.3940854, -94.9174158 43.3941311))"
,12,51474840,water,,1.6346210500005503e-07,POINT (-94.9065329 43.3963861),"POLYGON ((-94.90676000000001 43.3961662, -94.90678389999999 43.3961803, -94.906826 43.396221, -94.90685329999999 43.3963034, -94.9068432 43.3963377, -94.90681530000001 43.3963931, -94.9067771 43.3964334, -94.9066448 43.3965085, -94.9065128 43.3965494, -94.9063192 43.396559, -94.9062672 43.3965553, -94.9061931 43.3965142, -94.906137 43.3964594, -94.9061931 43.3963981, -94.9062404 43.3963703, -94.9063349 43.3963498, -94.9064205 43.3963232, -94.90660920000001 43.3962003, -94.9066567 43.3961797, -94.90676000000001 43.3961662))"
,13,51474864,water,,1.0140166649948288e-06,POINT (-94.9167465 43.3948108),"POLYGON ((-94.9160624 43.3946575, -94.91608840000001 43.3943869, -94.9161118 43.3942668, -94.9161407 43.3942051, -94.9161884 43.3941503, -94.9162256 43.3941163, -94.9163494 43.3940485, -94.91641540000001 43.3940276, -94.9164641 43.3940061, -94.9165282 43.3940005, -94.9165939 43.3940489, -94.91661139999999 43.3941729, -94.9166116 43.394231, -94.9166117 43.394262, -94.9166573 43.3943369, -94.9166857 43.3944544, -94.9166841 43.3945985, -94.916731 43.3946391, -94.91685270000001 43.3946605, -94.91689100000001 43.3946607, -94.91696570000001 43.3946811, -94.91705949999999 43.394757, -94.9171446 43.3947916, -94.91722900000001 43.3948054, -94.9173796 43.3948056, -94.9175109 43.3948196, -94.9175585 43.3948404, -94.91759519999999 43.3948686, -94.9176049 43.3949027, -94.9175953 43.3949092, -94.9175855 43.3949507, -94.9175295 43.3949778, -94.9174438 43.3950017, -94.9171523 43.3950381, -94.9171048 43.3950587, -94.9170664 43.3950927, -94.9170759 43.3951205, -94.9171037 43.3951416, -94.91718849999999 43.3951654, -94.9172828 43.3951827, -94.9175753 43.3951769, -94.917641 43.3951839, -94.9177061 43.3952116, -94.9177339 43.3952328, -94.9177621 43.3952665, -94.9177437 43.3953083, -94.9176964 43.3953352, -94.91715859999999 43.3953541, -94.9167538 43.3954005, -94.9167075 43.3953796, -94.9166326 43.3953143, -94.9166232 43.395291, -94.9165479 43.3951734, -94.9165198 43.395146, -94.91641660000001 43.3950847, -94.9163705 43.3950701, -94.91631409999999 43.3950432, -94.91625550000001 43.3949856, -94.9162577 43.3949397, -94.91641920000001 43.3948514, -94.9164007 43.3947347, -94.9163732 43.3946865, -94.9163169 43.3946244, -94.91623199999999 43.3946718, -94.9162319 43.3947069, -94.9162498 43.3947273, -94.9162978 43.3947616, -94.9163061 43.3947885, -94.9162783 43.3948097, -94.91620260000001 43.3947956, -94.9160808 43.3946923, -94.9160725 43.3946645, -94.9160624 43.3946575))"
,14,51475061,water,,8.807390000071554e-08,POINT (-94.9168445 43.394207),"POLYGON ((-94.91669419999999 43.3942115, -94.9166876 43.3942004, -94.9166695 43.3940972, -94.9166968 43.3940634, -94.9167355 43.3940358, -94.916783 43.3940151, -94.9168299 43.3940153, -94.9168573 43.394022, -94.916895 43.394043, -94.9168943 43.3940979, -94.91692310000001 43.3941118, -94.91699869999999 43.3942407, -94.91701569999999 43.3942697, -94.917035 43.3943315, -94.917006 43.3943518, -94.91697739999999 43.3943865, -94.91688379999999 43.3943925, -94.9167528 43.3943101, -94.91669419999999 43.3942115))"
,15,51475078,water,,7.760654499998737e-08,POINT (-94.8993986 43.3900113),"POLYGON ((-94.8996195 43.3900109, -94.8995065 43.3900722, -94.8993739 43.3901338, -94.89926149999999 43.3901339, -94.89921440000001 43.3901266, -94.8991674 43.390085, -94.89917440000001 43.3900318, -94.89921510000001 43.3899897, -94.8992623 43.3899619, -94.8993475 43.3899209, -94.8993856 43.3899148, -94.89948819999999 43.3898807, -94.8995549 43.3898805, -94.89962060000001 43.3899289, -94.8996195 43.3900109))"
,16,236883704,wood,,2.7395782000168086e-07,POINT (-94.9095308 43.3999455),"POLYGON ((-94.9095368 43.4009746, -94.9100097 43.4000701, -94.9099418 43.4000568, -94.90986940000001 43.4000217, -94.90981309999999 43.3999808, -94.9097862 43.3999321, -94.9097111 43.3998775, -94.9096547 43.3998167, -94.90959580000001 43.3997703, -94.9095126 43.3997313, -94.90941340000001 43.3996865, -94.9092847 43.3996358, -94.909223 43.3996378, -94.9091506 43.3996534, -94.90907799999999 43.3996725, -94.9090217 43.3997153, -94.9090217 43.399766, -94.9089896 43.3997956, -94.9089385 43.3998264, -94.908936 43.3998658, -94.9089412 43.3998907, -94.9090111 43.3999067, -94.9091023 43.3999145, -94.9091827 43.3999184, -94.9092471 43.399897, -94.90925780000001 43.3998599, -94.9092042 43.3998483, -94.90916919999999 43.3998459, -94.90914770000001 43.3998342, -94.90914789999999 43.3998073, -94.9091586 43.3997723, -94.909223 43.3997313, -94.9092899 43.3997348, -94.9093678 43.3997547, -94.9093946 43.3998034, -94.909408 43.3999262, -94.909424 43.399996, -94.90943489999999 43.4000412, -94.90944829999999 43.4000859, -94.90954480000001 43.4002067, -94.9096655 43.4002711, -94.90980759999999 43.4003175, -94.90986669999999 43.4003626, -94.9098666 43.4004754, -94.90981290000001 43.4005027, -94.9096736 43.4005595, -94.90961729999999 43.4006043, -94.90961729999999 43.4006745, -94.9096627 43.400795, -94.9096681 43.4009158, -94.9096842 43.4009723, -94.9095368 43.4009746))"
,17,236883708,wood,,2.434218999878275e-08,POINT (-94.89787250000001 43.3912904),"POLYGON ((-94.8978666 43.3911695, -94.89783180000001 43.3912065, -94.89782080000001 43.3912568, -94.89781000000001 43.3913348, -94.8978127 43.3913855, -94.8978479 43.391417, -94.8979042 43.391419, -94.8979203 43.3913722, -94.8979015 43.3913215, -94.8979176 43.3912747, -94.8979417 43.3912241, -94.8979391 43.3911792, -94.89791219999999 43.3911617, -94.8978666 43.3911695))"
,18,236883709,wood,,2.2155389999106487e-08,POINT (-94.8970298 43.3915123),"POLYGON ((-94.8970539 43.3916236, -94.8970137 43.3915515, -94.8969681 43.3915223, -94.89691980000001 43.391495, -94.8968689 43.3914891, -94.89687410000001 43.3914678, -94.8970084 43.3914676, -94.8970084 43.3913994, -94.8970861 43.3914502, -94.8971019 43.3914966, -94.8971073 43.3915609, -94.8971076 43.3916002, -94.8970968 43.3916197, -94.8970539 43.3916236))"
,19,236883713,wood,,3.339279999996994e-07,POINT (-94.8952956 43.3919587),"POLYGON ((-94.89574229999999 43.3921577, -94.89575309999999 43.391994, -94.89575309999999 43.3919082, -94.8956994 43.3918653, -94.895624 43.3918883, -94.8954712 43.3918961, -94.89538829999999 43.3918926, -94.89532389999999 43.3918673, -94.8952676 43.3918497, -94.8952649 43.3917776, -94.8953051 43.3917367, -94.8953561 43.3916743, -94.8954097 43.3916392, -94.8954178 43.3915983, -94.89538020000001 43.3915632, -94.8952914 43.3916135, -94.8952137 43.3916252, -94.89511709999999 43.3916135, -94.8950742 43.3916213, -94.8950557 43.3916646, -94.8950447 43.3917051, -94.89498330000001 43.3917347, -94.8949508 43.391746, -94.8949511 43.3917932, -94.894943 43.3918848, -94.89493229999999 43.391953, -94.8949538 43.3920602, -94.8949672 43.3921031, -94.8949776 43.3921612, -94.89501540000001 43.3921908, -94.89507709999999 43.3922064, -94.89521120000001 43.3922064, -94.8953534 43.3922025, -94.89546609999999 43.3921869, -94.8955868 43.3921791, -94.8956458 43.3921791, -94.8957075 43.3921772, -94.89574229999999 43.3921577))"
,20,236883716,wood,,5.095626000013443e-08,POINT (-94.8975605 43.3913896),"POLYGON ((-94.89768960000001 43.3914365, -94.8976708 43.3913703, -94.8976681 43.3913118, -94.8976521 43.3912455, -94.8976521 43.3912007, -94.89762519999999 43.3911773, -94.897593 43.3912416, -94.89758500000001 43.3912806, -94.89754480000001 43.3913157, -94.89750960000001 43.3913504, -94.8974509 43.3913605, -94.89740260000001 43.3913995, -94.8973999 43.3914463, -94.8974372 43.3914966, -94.8974858 43.3915106, -94.8975421 43.3915106, -94.8976091 43.3914872, -94.897644 43.3914775, -94.89768960000001 43.3914365))"
,21,236883718,wood,,4.9508645000332996e-08,POINT (-94.89863870000001 43.4000732),"POLYGON ((-94.8987518 43.4001912, -94.8988215 43.4001424, -94.8987947 43.4000781, -94.898741 43.4000353, -94.8986388 43.3999843, -94.8985694 43.3999593, -94.8984889 43.3999691, -94.89845939999999 43.4000334, -94.8984967 43.4000817, -94.8985586 43.4001268, -94.8986579 43.4001678, -94.8987518 43.4001912))"
,22,236883721,wood,,6.494223999811613e-08,POINT (-94.90348950000001 43.3989106),"POLYGON ((-94.90340140000001 43.399087, -94.9034346 43.3986903, -94.9034695 43.3986747, -94.9035366 43.3986805, -94.9035714 43.3987273, -94.90355529999999 43.3991112, -94.9035231 43.3991346, -94.90341220000001 43.3991255, -94.90340140000001 43.399087))"
