name,node_id,osm_node_id,x_coord,y_coord,geometry
,0,42313387,-111.8992913,33.4360675,POINT (-111.8992913 33.4360675)
,1,196963723,-111.9473155,33.4380177,POINT (-111.9473155 33.4380177)
,2,196963725,-111.9477713,33.4377624,POINT (-111.9477713 33.4377624)
,3,196963726,-111.9479429,33.4377266,POINT (-111.9479429 33.4377266)
,4,196963727,-111.9484922,33.4376908,POINT (-111.9484922 33.4376908)
,5,196963729,-111.9515367,33.4374553,POINT (-111.9515367 33.4374553)
,6,196963731,-111.9517714,33.4375733,POINT (-111.9517714 33.4375733)
,7,316123348,-111.9489771,33.4349213,POINT (-111.9489771 33.4349213)
,8,316123350,-111.9494604,33.4325218,POINT (-111.9494604 33.4325218)
,9,316123490,-111.9332808,33.4342261,POINT (-111.9332808 33.4342261)
,10,826239828,-111.9130238,33.451853,POINT (-111.9130238 33.451853)
,11,826243046,-111.9136306,33.4544718,POINT (-111.9136306 33.4544718)
,12,826323295,-111.9142274,33.4548072,POINT (-111.9142274 33.4548072)
,13,863868831,-111.949215,33.4337324,POINT (-111.949215 33.4337324)
,14,863868836,-111.9494889,33.4337681,POINT (-111.9494889 33.4337681)
,15,863868841,-111.950462,33.4339003,POINT (-111.950462 33.4339003)
,16,863868843,-111.9508961,33.4339797,POINT (-111.9508961 33.4339797)
,17,863868846,-111.9518835,33.4341954,POINT (-111.9518835 33.4341954)
,18,863868850,-111.9523221,33.4342925,POINT (-111.9523221 33.4342925)
,19,863868854,-111.9528506,33.434411,POINT (-111.9528506 33.434411)
,20,863868858,-111.9532116,33.4345157,POINT (-111.9532116 33.4345157)
,21,863868861,-111.9536985,33.4346155,POINT (-111.9536985 33.4346155)
,22,863868875,-111.9541666,33.4346646,POINT (-111.9541666 33.4346646)
,23,863868879,-111.9547862,33.4347383,POINT (-111.9547862 33.4347383)
,24,863868883,-111.9552043,33.4347702,POINT (-111.9552043 33.4347702)
,25,863868887,-111.9556582,33.4347959,POINT (-111.9556582 33.4347959)
,26,863868889,-111.956291,33.4348214,POINT (-111.956291 33.4348214)
,27,863868896,-111.9569411,33.4348608,POINT (-111.9569411 33.4348608)
,28,863868899,-111.9576891,33.4349184,POINT (-111.9576891 33.4349184)
,29,863868902,-111.9590112,33.4349383,POINT (-111.9590112 33.4349383)
,30,863868904,-111.9595198,33.4349146,POINT (-111.9595198 33.4349146)
,31,863868906,-111.9600311,33.4349884,POINT (-111.9600311 33.4349884)
,32,863868910,-111.9603788,33.4349697,POINT (-111.9603788 33.4349697)
,33,863868913,-111.9614899,33.4350838,POINT (-111.9614899 33.4350838)
,34,864182167,-111.7891303,33.4860094,POINT (-111.7891303 33.4860094)
,35,864182168,-111.7925635,33.4866895,POINT (-111.7925635 33.4866895)
,36,864182170,-111.7956172,33.4878155,POINT (-111.7956172 33.4878155)
,37,864182172,-111.8007542,33.488415,POINT (-111.8007542 33.488415)
,38,864182173,-111.803666,33.4883666,POINT (-111.803666 33.4883666)
,39,864182174,-111.8084532,33.4864643,POINT (-111.8084532 33.4864643)
,40,864182175,-111.8131627,33.4846314,POINT (-111.8131627 33.4846314)
,41,864182176,-111.8150512,33.4832891,POINT (-111.8150512 33.4832891)
,42,864182178,-111.8196431,33.4783495,POINT (-111.8196431 33.4783495)
,43,864182179,-111.8214885,33.4767029,POINT (-111.8214885 33.4767029)
,44,864182181,-111.8252098,33.473777,POINT (-111.8252098 33.473777)
,45,864182183,-111.8278052,33.4705138,POINT (-111.8278052 33.4705138)
,46,864182184,-111.8321563,33.4663642,POINT (-111.8321563 33.4663642)
,47,864182186,-111.8381224,33.4637405,POINT (-111.8381224 33.4637405)
,48,864182188,-111.841726,33.4609795,POINT (-111.841726 33.4609795)
,49,864182190,-111.8430296,33.4565775,POINT (-111.8430296 33.4565775)
,50,864182191,-111.8437529,33.4554513,POINT (-111.8437529 33.4554513)
,51,864182194,-111.8464501,33.4551074,POINT (-111.8464501 33.4551074)
,52,864182196,-111.8497338,33.4536153,POINT (-111.8497338 33.4536153)
,53,864182198,-111.8532609,33.453744,POINT (-111.8532609 33.453744)
,54,864182201,-111.8600898,33.4522384,POINT (-111.8600898 33.4522384)
,55,864182203,-111.8630572,33.4500369,POINT (-111.8630572 33.4500369)
,56,864182205,-111.8650854,33.4451976,POINT (-111.8650854 33.4451976)
,57,864182207,-111.8698262,33.4417467,POINT (-111.8698262 33.4417467)
,58,864182209,-111.8701203,33.4414059,POINT (-111.8701203 33.4414059)
,59,864182210,-111.8766938,33.437471,POINT (-111.8766938 33.437471)
,60,864182211,-111.8827742,33.4383717,POINT (-111.8827742 33.4383717)
,61,864182212,-111.8870706,33.4387236,POINT (-111.8870706 33.4387236)
,62,864182213,-111.8936292,33.4375689,POINT (-111.8936292 33.4375689)
,63,864182214,-111.896314,33.436332,POINT (-111.896314 33.436332)
,64,864182215,-111.9066262,33.4354088,POINT (-111.9066262 33.4354088)
,65,864182217,-111.9107953,33.4343816,POINT (-111.9107953 33.4343816)
,66,864182218,-111.9146705,33.4340279,POINT (-111.9146705 33.4340279)
,67,864182221,-111.9160739,33.4337369,POINT (-111.9160739 33.4337369)
,68,1257579240,-111.9145811,33.4567901,POINT (-111.9145811 33.4567901)
,69,1257579247,-111.9155518,33.4396963,POINT (-111.9155518 33.4396963)
,70,1257579254,-111.9155357,33.4438772,POINT (-111.9155357 33.4438772)
,71,1257579266,-111.9143666,33.4550222,POINT (-111.9143666 33.4550222)
,72,1257579268,-111.9135887,33.4491724,POINT (-111.9135887 33.4491724)
,73,1257579275,-111.915525,33.4428074,POINT (-111.915525 33.4428074)
,74,1257579277,-111.9139052,33.4545836,POINT (-111.9139052 33.4545836)
,75,1257579279,-111.9128484,33.4521667,POINT (-111.9128484 33.4521667)
,76,1257579283,-111.9141091,33.4546552,POINT (-111.9141091 33.4546552)
,77,1257579292,-111.9145935,33.4564538,POINT (-111.9145935 33.4564538)
,78,1257579294,-111.9129557,33.4506987,POINT (-111.9129557 33.4506987)
,79,1257579298,-111.9157181,33.4389801,POINT (-111.9157181 33.4389801)
,80,1257579306,-111.9145543,33.4475118,POINT (-111.9145543 33.4475118)
,81,1257579309,-111.9155411,33.4405961,POINT (-111.9155411 33.4405961)
,82,1257579314,-111.9177121,33.4363727,POINT (-111.9177121 33.4363727)
,83,1257579316,-111.9169141,33.4371821,POINT (-111.9169141 33.4371821)
,84,1257579323,-111.9147528,33.4573272,POINT (-111.9147528 33.4573272)
,85,1257579331,-111.917283,33.436814,POINT (-111.917283 33.436814)
,86,1257579343,-111.9136692,33.4545612,POINT (-111.9136692 33.4545612)
,87,1257579351,-111.9160356,33.4382549,POINT (-111.9160356 33.4382549)
,88,1257579353,-111.9145382,33.4553221,POINT (-111.9145382 33.4553221)
,89,1257579355,-111.9149242,33.4466121,POINT (-111.9149242 33.4466121)
,90,1257579359,-111.9129235,33.4529142,POINT (-111.9129235 33.4529142)
,91,1257579360,-111.9149193,33.4579774,POINT (-111.9149193 33.4579774)
,92,1257579367,-111.9177519,33.4363264,POINT (-111.9177519 33.4363264)
,93,1257579370,-111.915246,33.4455602,POINT (-111.915246 33.4455602)
,94,1496913359,-111.9465115,33.4384333,POINT (-111.9465115 33.4384333)
,95,1508153900,-111.9506341,33.4338932,POINT (-111.9506341 33.4338932)
,96,1508153903,-111.9513396,33.4340601,POINT (-111.9513396 33.4340601)
,97,1508153905,-111.9534254,33.4345919,POINT (-111.9534254 33.4345919)
,98,1508153907,-111.9585597,33.4349517,POINT (-111.9585597 33.4349517)
,99,1508153909,-111.9607819,33.4350243,POINT (-111.9607819 33.4350243)
,100,1508153914,-111.9622365,33.4350228,POINT (-111.9622365 33.4350228)
,101,1508633731,-111.936318,33.4353231,POINT (-111.936318 33.4353231)
,102,1508633732,-111.9364135,33.4353347,POINT (-111.9364135 33.4353347)
,103,1508633733,-111.9365568,33.4353795,POINT (-111.9365568 33.4353795)
,104,1508633734,-111.9361389,33.4353878,POINT (-111.9361389 33.4353878)
,105,1508633735,-111.9360175,33.4354277,POINT (-111.9360175 33.4354277)
,106,1508633736,-111.9367498,33.4354443,POINT (-111.9367498 33.4354443)
,107,1508633737,-111.9368434,33.4354559,POINT (-111.9368434 33.4354559)
,108,1508633739,-111.9358404,33.4354709,POINT (-111.9358404 33.4354709)
,109,1508633740,-111.9372911,33.4354775,POINT (-111.9372911 33.4354775)
,110,1508633741,-111.9370244,33.4354858,POINT (-111.9370244 33.4354858)
,111,1508633742,-111.9373986,33.4354925,POINT (-111.9373986 33.4354925)
,112,1508633744,-111.935725,33.4354991,POINT (-111.935725 33.4354991)
,113,1508633746,-111.9355518,33.4355772,POINT (-111.9355518 33.4355772)
,114,1508633747,-111.9376274,33.4355788,POINT (-111.9376274 33.4355788)
,115,1508633749,-111.9378145,33.4356502,POINT (-111.9378145 33.4356502)
,116,1508633750,-111.9354503,33.4356519,POINT (-111.9354503 33.4356519)
,117,1508633752,-111.9380553,33.435725,POINT (-111.9380553 33.435725)
,118,1508633755,-111.9353668,33.4357515,POINT (-111.9353668 33.4357515)
,119,1508633756,-111.9382841,33.4358014,POINT (-111.9382841 33.4358014)
,120,1508633760,-111.9352155,33.4358944,POINT (-111.9352155 33.4358944)
,121,1508633761,-111.9385787,33.4359242,POINT (-111.9385787 33.4359242)
,122,1508633765,-111.9389727,33.4360471,POINT (-111.9389727 33.4360471)
,123,1508633766,-111.9349966,33.4360737,POINT (-111.9349966 33.4360737)
,124,1508633769,-111.9312972,33.4361734,POINT (-111.9312972 33.4361734)
,125,1508633770,-111.9393249,33.4361817,POINT (-111.9393249 33.4361817)
,126,1508633772,-111.931534,33.4362049,POINT (-111.931534 33.4362049)
,127,1508633775,-111.9347498,33.4362182,POINT (-111.9347498 33.4362182)
,128,1508633776,-111.9311081,33.4362232,POINT (-111.9311081 33.4362232)
,129,1508633777,-111.9317011,33.4362365,POINT (-111.9317011 33.4362365)
,130,1508633779,-111.9319379,33.4362481,POINT (-111.9319379 33.4362481)
,131,1508633781,-111.9322325,33.4362713,POINT (-111.9322325 33.4362713)
,132,1508633784,-111.9324733,33.4362913,POINT (-111.9324733 33.4362913)
,133,1508633785,-111.9308912,33.4362962,POINT (-111.9308912 33.4362962)
,134,1508633786,-111.9396533,33.4363245,POINT (-111.9396533 33.4363245)
,135,1508633787,-111.9326981,33.4363311,POINT (-111.9326981 33.4363311)
,136,1508633788,-111.9407756,33.4363344,POINT (-111.9407756 33.4363344)
,137,1508633789,-111.9403816,33.4363361,POINT (-111.9403816 33.4363361)
,138,1508633793,-111.9307439,33.436366,POINT (-111.9307439 33.436366)
,139,1508633795,-111.9344513,33.4363776,POINT (-111.9344513 33.4363776)
,140,1508633803,-111.9330126,33.4363809,POINT (-111.9330126 33.4363809)
,141,1508633805,-111.9398801,33.4364075,POINT (-111.9398801 33.4364075)
,142,1508633806,-111.9332494,33.4364125,POINT (-111.9332494 33.4364125)
,143,1508633807,-111.9401965,33.4364274,POINT (-111.9401965 33.4364274)
,144,1508633809,-111.9399518,33.4364341,POINT (-111.9399518 33.4364341)
,145,1508633810,-111.9335459,33.4364374,POINT (-111.9335459 33.4364374)
,146,1508633811,-111.9306365,33.436459,POINT (-111.9306365 33.436459)
,147,1508633821,-111.9400951,33.4364656,POINT (-111.9400951 33.4364656)
,148,1508633822,-111.9337986,33.4364723,POINT (-111.9337986 33.4364723)
,149,1508633823,-111.9342344,33.4364789,POINT (-111.9342344 33.4364789)
,150,1508633825,-111.9340633,33.4364939,POINT (-111.9340633 33.4364939)
,151,1508633826,-111.9304633,33.4366217,POINT (-111.9304633 33.4366217)
,152,1508633838,-111.9303479,33.4367662,POINT (-111.9303479 33.4367662)
,153,1508633845,-111.9302982,33.4368708,POINT (-111.9302982 33.4368708)
,154,1508633850,-111.9302623,33.4369904,POINT (-111.9302623 33.4369904)
,155,1508633853,-111.93033,33.4370967,POINT (-111.93033 33.4370967)
,156,1508633857,-111.9304434,33.4372329,POINT (-111.9304434 33.4372329)
,157,1508633861,-111.9305668,33.4373757,POINT (-111.9305668 33.4373757)
,158,1508633866,-111.9305827,33.4374687,POINT (-111.9305827 33.4374687)
,159,1508633880,-111.9305974,33.437754,POINT (-111.9305974 33.437754)
,160,1666286054,-111.7986148,33.4883631,POINT (-111.7986148 33.4883631)
,161,1708852317,-111.8524536,33.4538733,POINT (-111.8524536 33.4538733)
,162,1708852372,-111.8567408,33.4528826,POINT (-111.8567408 33.4528826)
,163,1708852388,-111.8480079,33.4546004,POINT (-111.8480079 33.4546004)
,164,1708852437,-111.8586011,33.4524518,POINT (-111.8586011 33.4524518)
,165,1708852669,-111.8515722,33.4535947,POINT (-111.8515722 33.4535947)
,166,1708852678,-111.8399088,33.4622165,POINT (-111.8399088 33.4622165)
,167,1708852705,-111.8420119,33.4601048,POINT (-111.8420119 33.4601048)
,168,1831658579,-111.8347192,33.46352,POINT (-111.8347192 33.46352)
,169,1831658581,-111.8339995,33.4636893,POINT (-111.8339995 33.4636893)
,170,1831658582,-111.8366568,33.4643051,POINT (-111.8366568 33.4643051)
,171,1831658583,-111.8374688,33.4643513,POINT (-111.8374688 33.4643513)
,172,1831658584,-111.8323018,33.4687078,POINT (-111.8323018 33.4687078)
,173,1855180188,-111.8686289,33.4390023,POINT (-111.8686289 33.4390023)
,174,2054400003,-111.8509002,33.4536022,POINT (-111.8509002 33.4536022)
,175,2054400010,-111.7866535,33.4853526,POINT (-111.7866535 33.4853526)
,176,2054400011,-111.7876003,33.4855658,POINT (-111.7876003 33.4855658)
,177,2065989299,-111.9214764,33.4323085,POINT (-111.9214764 33.4323085)
,178,2065989315,-111.9189685,33.4332287,POINT (-111.9189685 33.4332287)
,179,2065989317,-111.9186744,33.4333366,POINT (-111.9186744 33.4333366)
,180,2065989319,-111.9163006,33.4336844,POINT (-111.9163006 33.4336844)
,181,2065989321,-111.9103093,33.4344374,POINT (-111.9103093 33.4344374)
,182,2065989322,-111.9186443,33.4344776,POINT (-111.9186443 33.4344776)
,183,2065989324,-111.9091457,33.4345251,POINT (-111.9091457 33.4345251)
,184,2065989340,-111.9184128,33.4351076,POINT (-111.9184128 33.4351076)
,185,2065989405,-111.9041527,33.4357759,POINT (-111.9041527 33.4357759)
,186,2065989416,-111.9005062,33.4359596,POINT (-111.9005062 33.4359596)
,187,2065989455,-111.8949314,33.4367747,POINT (-111.8949314 33.4367747)
,188,2065989466,-111.8785709,33.4376166,POINT (-111.8785709 33.4376166)
,189,2065989480,-111.8798836,33.438049,POINT (-111.8798836 33.438049)
,190,2065989481,-111.8737518,33.4383373,POINT (-111.8737518 33.4383373)
,191,2065989482,-111.8814727,33.438395,POINT (-111.8814727 33.438395)
,192,2065989483,-111.8886581,33.4385391,POINT (-111.8886581 33.4385391)
,193,2065989484,-111.8839081,33.438813,POINT (-111.8839081 33.438813)
,194,2065989485,-111.8850999,33.4391301,POINT (-111.8850999 33.4391301)
,195,2065989487,-111.8729054,33.4393319,POINT (-111.8729054 33.4393319)
,196,2065989489,-111.8724736,33.4395336,POINT (-111.8724736 33.4395336)
,197,2093033991,-111.9007398,33.435024,POINT (-111.9007398 33.435024)
,198,2500898775,-111.8805901,33.4396268,POINT (-111.8805901 33.4396268)
,199,2500898780,-111.8773816,33.43961,POINT (-111.8773816 33.43961)
,200,2500898781,-111.874951,33.4401604,POINT (-111.874951 33.4401604)
,201,2500898783,-111.899154,33.4370802,POINT (-111.899154 33.4370802)
,202,2500898786,-111.8677725,33.4396071,POINT (-111.8677725 33.4396071)
,203,2500898789,-111.8995222,33.4351424,POINT (-111.8995222 33.4351424)
,204,2500898792,-111.8695717,33.4432684,POINT (-111.8695717 33.4432684)
,205,2500898793,-111.9028496,33.434808,POINT (-111.9028496 33.434808)
,206,2500898796,-111.8922657,33.4388848,POINT (-111.8922657 33.4388848)
,207,2500898798,-111.8710133,33.4421135,POINT (-111.8710133 33.4421135)
,208,2500898801,-111.8892575,33.4364901,POINT (-111.8892575 33.4364901)
,209,2500898807,-111.8720277,33.4413625,POINT (-111.8720277 33.4413625)
,210,2500898823,-111.884376,33.4396745,POINT (-111.884376 33.4396745)
,211,2500898888,-111.8932563,33.4384835,POINT (-111.8932563 33.4384835)
,212,2500898890,-111.8932731,33.4359004,POINT (-111.8932731 33.4359004)
,213,2500898893,-111.9031758,33.4367469,POINT (-111.9031758 33.4367469)
,214,2500898979,-111.9085211,33.4363271,POINT (-111.9085211 33.4363271)
,215,2500898981,-111.8963659,33.4375536,POINT (-111.8963659 33.4375536)
,216,2500898982,-111.8707897,33.4379661,POINT (-111.8707897 33.4379661)
,217,2500898985,-111.8716229,33.4416049,POINT (-111.8716229 33.4416049)
,218,2500898986,-111.8861568,33.436478,POINT (-111.8861568 33.436478)
,219,2500898992,-111.8883989,33.4396637,POINT (-111.8883989 33.4396637)
,220,2500899001,-111.8829525,33.4363869,POINT (-111.8829525 33.4363869)
,221,2500899021,-111.8690252,33.438781,POINT (-111.8690252 33.438781)
,222,2500899040,-111.8730108,33.4372298,POINT (-111.8730108 33.4372298)
,223,2500899041,-111.8735682,33.4369387,POINT (-111.8735682 33.4369387)
,224,2500899043,-111.8845432,33.4364165,POINT (-111.8845432 33.4364165)
,225,2500899046,-111.8969041,33.4374224,POINT (-111.8969041 33.4374224)
,226,2500899047,-111.8782517,33.4363166,POINT (-111.8782517 33.4363166)
,227,2500899075,-111.8788842,33.4395837,POINT (-111.8788842 33.4395837)
,228,2818467500,-111.8905696,33.438166,POINT (-111.8905696 33.438166)
,229,2821297349,-111.9046629,33.4346295,POINT (-111.9046629 33.4346295)
,230,2821297354,-111.9037381,33.4347106,POINT (-111.9037381 33.4347106)
,231,2821297360,-111.9030119,33.4347881,POINT (-111.9030119 33.4347881)
,232,2821297373,-111.898797,33.4352154,POINT (-111.898797 33.4352154)
,233,2821297377,-111.8973874,33.4352472,POINT (-111.8973874 33.4352472)
,234,2821297379,-111.897916,33.4353107,POINT (-111.897916 33.4353107)
,235,2821297380,-111.8953588,33.4353187,POINT (-111.8953588 33.4353187)
,236,2821297384,-111.8944113,33.4355129,POINT (-111.8944113 33.4355129)
,237,2821297388,-111.8938565,33.435652,POINT (-111.8938565 33.435652)
,238,2821297416,-111.8929136,33.4361269,POINT (-111.8929136 33.4361269)
,239,2821297425,-111.8902492,33.4362953,POINT (-111.8902492 33.4362953)
,240,2821297426,-111.8912278,33.4362501,POINT (-111.8912278 33.4362501)
,241,2821297429,-111.8900384,33.4363988,POINT (-111.8900384 33.4363988)
,242,2821297430,-111.8766603,33.4363345,POINT (-111.8766603 33.4363345)
,243,2821297431,-111.8791542,33.4363279,POINT (-111.8791542 33.4363279)
,244,2821297432,-111.8761,33.436356,POINT (-111.8761 33.436356)
,245,2821297437,-111.8756185,33.436415,POINT (-111.8756185 33.436415)
,246,2821297440,-111.9083561,33.4364199,POINT (-111.9083561 33.4364199)
,247,2821297442,-111.8882371,33.4364987,POINT (-111.8882371 33.4364987)
,248,2821297444,-111.9080766,33.4365351,POINT (-111.9080766 33.4365351)
,249,2821297446,-111.9077713,33.4365879,POINT (-111.9077713 33.4365879)
,250,2821297450,-111.9066855,33.4366713,POINT (-111.9066855 33.4366713)
,251,2821297456,-111.9055045,33.4367349,POINT (-111.9055045 33.4367349)
,252,2821297457,-111.9013995,33.4367469,POINT (-111.9013995 33.4367469)
,253,2821297471,-111.8723858,33.4374434,POINT (-111.8723858 33.4374434)
,254,2821297475,-111.871416,33.4377301,POINT (-111.871416 33.4377301)
,255,2821297488,-111.8944373,33.4381218,POINT (-111.8944373 33.4381218)
,256,2821297489,-111.8701653,33.4382366,POINT (-111.8701653 33.4382366)
,257,2821297492,-111.8697256,33.438455,POINT (-111.8697256 33.438455)
,258,2821297498,-111.8919038,33.4390358,POINT (-111.8919038 33.4390358)
,259,2821297500,-111.8683719,33.4391463,POINT (-111.8683719 33.4391463)
,260,2821297501,-111.8913371,33.4391868,POINT (-111.8913371 33.4391868)
,261,2821297502,-111.8898418,33.43931,POINT (-111.8898418 33.43931)
,262,2821297505,-111.8892418,33.4394293,POINT (-111.8892418 33.4394293)
,263,2821297506,-111.8876905,33.4396268,POINT (-111.8876905 33.4396268)
,264,2821297507,-111.8769053,33.4396378,POINT (-111.8769053 33.4396378)
,265,2821297509,-111.8760339,33.4398325,POINT (-111.8760339 33.4398325)
,266,2821297525,-111.8668297,33.4403714,POINT (-111.8668297 33.4403714)
,267,2821297529,-111.8702153,33.4410664,POINT (-111.8702153 33.4410664)
,268,2821297534,-111.8742939,33.4404007,POINT (-111.8742939 33.4404007)
,269,2821297537,-111.8739305,33.4405623,POINT (-111.8739305 33.4405623)
,270,2821297540,-111.8735727,33.4407164,POINT (-111.8735727 33.4407164)
,271,2821297546,-111.866008,33.4410795,POINT (-111.866008 33.4410795)
,272,2821297547,-111.872642,33.4410803,POINT (-111.872642 33.4410803)
,273,2821297552,-111.8653076,33.4418382,POINT (-111.8653076 33.4418382)
,274,2821297561,-111.864614,33.4426025,POINT (-111.864614 33.4426025)
,275,2821297569,-111.8638462,33.4432768,POINT (-111.8638462 33.4432768)
,276,2821297576,-111.8627687,33.4440804,POINT (-111.8627687 33.4440804)
,277,2821297577,-111.8681293,33.444491,POINT (-111.8681293 33.444491)
,278,2821297582,-111.8609301,33.4449515,POINT (-111.8609301 33.4449515)
,279,2821297583,-111.8671694,33.4453363,POINT (-111.8671694 33.4453363)
,280,2821297584,-111.8667482,33.4458994,POINT (-111.8667482 33.4458994)
,281,2821297589,-111.8663673,33.4465749,POINT (-111.8663673 33.4465749)
,282,2821297592,-111.8658569,33.4483533,POINT (-111.8658569 33.4483533)
,283,2915598039,-111.9322402,33.4340385,POINT (-111.9322402 33.4340385)
,284,2915598041,-111.9323693,33.4340456,POINT (-111.9323693 33.4340456)
,285,2915598074,-111.933188,33.4342013,POINT (-111.933188 33.4342013)
,286,2915598082,-111.9332548,33.4342189,POINT (-111.9332548 33.4342189)
,287,2915598085,-111.9332997,33.4342312,POINT (-111.9332997 33.4342312)
,288,2915598206,-111.9332504,33.4343255,POINT (-111.9332504 33.4343255)
,289,2916289510,-111.9242689,33.43143,POINT (-111.9242689 33.43143)
,290,2916289513,-111.9283428,33.4314645,POINT (-111.9283428 33.4314645)
,291,2916289531,-111.9231512,33.4316655,POINT (-111.9231512 33.4316655)
,292,2916289539,-111.930187,33.4318722,POINT (-111.930187 33.4318722)
,293,2916289577,-111.9333663,33.4328198,POINT (-111.9333663 33.4328198)
,294,2916289586,-111.9451957,33.4333654,POINT (-111.9451957 33.4333654)
,295,2916289587,-111.9359882,33.4333941,POINT (-111.9359882 33.4333941)
,296,2916289589,-111.947983,33.4335604,POINT (-111.947983 33.4335604)
,297,2916289590,-111.9169623,33.4335948,POINT (-111.9169623 33.4335948)
,298,4174035287,-111.8899938,33.4382784,POINT (-111.8899938 33.4382784)
,299,4881957446,-111.915287,33.445322,POINT (-111.915287 33.445322)
,300,5264737246,-111.9091907,33.4332173,POINT (-111.9091907 33.4332173)
,301,5264737249,-111.9089944,33.4332366,POINT (-111.9089944 33.4332366)
,302,5264737253,-111.9084608,33.4332875,POINT (-111.9084608 33.4332875)
,303,5264737256,-111.9081264,33.4333641,POINT (-111.9081264 33.4333641)
,304,5264737259,-111.9078741,33.4334407,POINT (-111.9078741 33.4334407)
,305,5264737262,-111.9074973,33.4335977,POINT (-111.9074973 33.4335977)
,306,5264737265,-111.9071504,33.4337561,POINT (-111.9071504 33.4337561)
,307,5264737268,-111.9067925,33.4339231,POINT (-111.9067925 33.4339231)
,308,5264737271,-111.905846,33.4343637,POINT (-111.905846 33.4343637)
,309,5264737274,-111.9052968,33.4345408,POINT (-111.9052968 33.4345408)
,310,5264737277,-111.905185,33.4345697,POINT (-111.905185 33.4345697)
,311,5264737278,-111.9049819,33.4346027,POINT (-111.9049819 33.4346027)
,312,5282369538,-111.9163674,33.43771,POINT (-111.9163674 33.43771)
,313,5282369540,-111.9155399,33.4407616,POINT (-111.9155399 33.4407616)
,314,5282369564,-111.9129823,33.4511498,POINT (-111.9129823 33.4511498)
,315,5282369583,-111.9155396,33.4408046,POINT (-111.9155396 33.4408046)
,316,5739892064,-111.8904111,33.4362545,POINT (-111.8904111 33.4362545)
,317,6940372500,-111.9130139,33.4516829,POINT (-111.9130139 33.4516829)
,318,6940372501,-111.9129715,33.4509256,POINT (-111.9129715 33.4509256)
,319,7876588781,-111.8774606,33.4363434,POINT (-111.8774606 33.4363434)
,320,7876588835,-111.8871997,33.4365056,POINT (-111.8871997 33.4365056)
,321,8184453990,-111.869791,33.438395,POINT (-111.869791 33.438395)
,322,8678247320,-111.8104861,33.4863666,POINT (-111.8104861 33.4863666)
,323,8678247321,-111.8095984,33.4865228,POINT (-111.8095984 33.4865228)
,324,8678247322,-111.8063386,33.4869949,POINT (-111.8063386 33.4869949)
,325,8678247323,-111.8166208,33.480844,POINT (-111.8166208 33.480844)
,326,8678247324,-111.8271083,33.4709095,POINT (-111.8271083 33.4709095)
,327,8678247325,-111.8269661,33.4715735,POINT (-111.8269661 33.4715735)
,328,8678247326,-111.8262385,33.4718084,POINT (-111.8262385 33.4718084)
,329,8678247327,-111.8263654,33.4729006,POINT (-111.8263654 33.4729006)
,330,8678247328,-111.8262531,33.473193,POINT (-111.8262531 33.473193)
,331,8678247329,-111.8326968,33.4653691,POINT (-111.8326968 33.4653691)
,332,8678247330,-111.8322013,33.4660523,POINT (-111.8322013 33.4660523)
,333,8678247331,-111.8299726,33.4685995,POINT (-111.8299726 33.4685995)
,334,8678247332,-111.8292751,33.4693687,POINT (-111.8292751 33.4693687)
,335,8678247333,-111.8171983,33.4804396,POINT (-111.8171983 33.4804396)
,336,8678247334,-111.8178075,33.4802992,POINT (-111.8178075 33.4802992)
,337,8678247348,-111.8391227,33.4624907,POINT (-111.8391227 33.4624907)
,338,8678247349,-111.8408442,33.461598,POINT (-111.8408442 33.461598)
,339,8678247350,-111.8403926,33.4618536,POINT (-111.8403926 33.4618536)
,340,8678247351,-111.8457769,33.4544066,POINT (-111.8457769 33.4544066)
,341,8678247352,-111.8444801,33.4547992,POINT (-111.8444801 33.4547992)
,342,8678247353,-111.8443306,33.4551566,POINT (-111.8443306 33.4551566)
,343,8678247358,-111.9496885,33.4338018,POINT (-111.9496885 33.4338018)
,344,8678327438,-111.9502172,33.4339406,POINT (-111.9502172 33.4339406)
